Freebase ID;URL;Label
/m/02vsw1;http://www.wikidata.org/entity/Q43103;European Americans
/m/064b9n;http://www.wikidata.org/entity/Q120601;Omaha Tribe of Nebraska
/m/01qhm_;http://www.wikidata.org/entity/Q141817;German Americans
/m/0bzkm2;http://www.wikidata.org/entity/Q707133;Taiwanese people
/m/09kr66;http://www.wikidata.org/entity/Q1140588;Russian Americans
/m/046cwm;http://www.wikidata.org/entity/Q1255534;Nair
/m/09vc4s;http://www.wikidata.org/entity/Q1344183;English Americans
/m/0278pqj;http://www.wikidata.org/entity/Q21999799;British Nigerian
/m/03ts0c;http://www.wikidata.org/entity/Q121842;French
/m/0301y_;http://www.wikidata.org/entity/Q190168;Yoruba people
/m/048z7l;http://www.wikidata.org/entity/Q678551;American Jews
/m/033tf_;http://www.wikidata.org/entity/Q1075293;Irish Americans
/m/019kn7;http://www.wikidata.org/entity/Q161652;Japanese people
/m/019kn7;http://www.wikidata.org/entity/Q31340083;Q31340083
/m/02w7gg;http://www.wikidata.org/entity/Q42406;English people
/m/0g6ff;http://www.wikidata.org/entity/Q49542;Russians
/m/0ffkb4;http://www.wikidata.org/entity/Q1749358;Lithuanian Americans
/m/03pqwy;http://www.wikidata.org/entity/Q3072663;Finnish Americans
/m/0222qb;http://www.wikidata.org/entity/Q50001;Italians
/m/02ctzb;http://www.wikidata.org/entity/Q235155;White people
/m/0cqgdq;http://www.wikidata.org/entity/Q1265028;Marathi people
/m/04dbw3;http://www.wikidata.org/entity/Q1790886;Cuban Americans
/m/04gfy7;http://www.wikidata.org/entity/Q2643509;Indian Americans
/m/0dqqwy;http://www.wikidata.org/entity/Q3015339;Danish Americans
/m/01xhh5;http://www.wikidata.org/entity/Q484464;Koreans
/m/09v5bdn;http://www.wikidata.org/entity/Q893594;Puerto Ricans
/m/048sp5;http://www.wikidata.org/entity/Q3520262;Ezhava
/m/0cm7w1;http://www.wikidata.org/entity/Q6529576;Bihari people
/m/0cnvdq1;http://www.wikidata.org/entity/Q7429945;Scandinavian Americans
/m/041rx;http://www.wikidata.org/entity/Q7325;Jewish people
/m/07hwkr;http://www.wikidata.org/entity/Q49078;White Americans
/m/065b6q;http://www.wikidata.org/entity/Q115026;Swedish Americans
/m/06gbnc;http://www.wikidata.org/entity/Q188353;Welsh people
/m/042gtr;http://www.wikidata.org/entity/Q1041917;Spanish Americans
/m/0g0x7_;http://www.wikidata.org/entity/Q1282294;Gujarati people
/m/03295l;http://www.wikidata.org/entity/Q1413685;Filipino Americans
/m/0g8_vp;http://www.wikidata.org/entity/Q5029681;Canadian Americans
/m/0x67;http://www.wikidata.org/entity/Q49085;African Americans
/m/03bkbh;http://www.wikidata.org/entity/Q170826;Irish people
/m/0bpjh3;http://www.wikidata.org/entity/Q402913;Bengali
/m/01hwt;http://www.wikidata.org/entity/Q817393;Black people
/m/0dryh9k;http://www.wikidata.org/entity/Q862086;Indians
/m/0xnvg;http://www.wikidata.org/entity/Q974693;Italian Americans
/m/07bch9;http://www.wikidata.org/entity/Q3476361;Scottish Americans
/m/022fdt;http://www.wikidata.org/entity/Q79797;Armenians
/m/04mvp8;http://www.wikidata.org/entity/Q1267987;Malayali
